Longitude	Latitude	Elevation	Elevation	HCP1	PRP1	HCP2	PRP2	VpH	VEC_s	VEC_d	TWI
-75.749817	45.112907	61.58	61.58	18.24	12.34	16.82	16.04	6.44	18.19	22.40	9.01
-75.749780	45.112878	61.54	61.54	18.58	12.62	16.82	16.54	6.43	18.72	23.17	8.89
-75.749743	45.112850	61.53	61.53	18.58	13.10	16.72	16.74	6.41	18.86	23.33	8.79
-75.749708	45.112822	61.53	61.53	18.44	13.10	16.82	16.74	6.40	18.94	23.40	8.76
-75.749672	45.112792	61.52	61.52	18.26	12.74	17.00	16.46	6.40	18.98	23.34	8.74
-75.749637	45.112765	61.51	61.51	18.44	12.74	17.04	16.46	6.42	19.10	23.38	8.71
-75.749600	45.112737	61.50	61.50	18.76	12.80	17.04	16.96	6.42	18.99	23.52	8.66
-75.749565	45.112707	61.49	61.49	18.76	12.84	17.38	16.98	6.42	18.84	23.78	8.61
-75.749530	45.112677	61.47	61.47	18.74	12.80	17.38	16.96	6.43	18.69	24.15	8.61
-75.749488	45.112647	61.45	61.45	18.74	12.84	17.38	17.18	6.44	18.51	24.39	8.64
-75.749452	45.112617	61.43	61.43	18.74	12.94	17.72	17.42	6.45	18.34	24.56	8.71
-75.749413	45.112587	61.41	61.41	18.74	12.94	17.86	17.42	6.47	18.23	24.75	8.73
-75.749380	45.112553	61.36	61.36	18.74	12.94	17.98	17.12	6.50	18.19	25.28	8.70
-75.749342	45.112522	61.33	61.33	19.24	13.08	18.00	17.12	6.50	18.18	26.10	8.62
-75.749303	45.112493	61.30	61.30	19.80	13.16	18.44	17.32	6.50	18.19	26.83	8.52
-75.749265	45.112462	61.27	61.27	19.80	13.16	18.52	17.54	6.49	18.20	27.30	8.42
-75.749225	45.112430	61.24	61.24	19.80	13.14	19.04	17.54	6.49	18.19	27.19	8.37
-75.749187	45.112398	61.20	61.20	20.10	12.88	19.48	17.66	6.48	18.18	26.51	8.39
-75.749143	45.112365	61.13	61.13	20.10	12.72	19.62	17.36	6.47	18.35	25.48	8.52
-75.749107	45.112335	61.09	61.09	20.10	12.44	19.74	17.36	6.45	18.38	24.61	8.57
-75.749068	45.112303	61.06	61.06	20.10	12.44	20.06	17.36	6.44	18.46	24.00	8.59
-75.749028	45.112272	61.02	61.02	20.58	12.64	21.00	17.66	6.42	18.56	23.61	8.61
-75.748988	45.112238	60.98	60.98	21.05	12.95	21.08	18.17	6.41	18.67	23.38	8.63
-75.748945	45.112208	60.88	60.88	21.05	13.03	21.52	18.23	6.41	19.18	23.91	8.74
-75.748907	45.112173	60.82	60.82	21.20	13.06	21.86	18.23	6.41	19.40	23.94	8.81
-75.748867	45.112143	60.77	60.77	21.22	13.22	22.14	18.54	6.41	19.62	24.20	8.87
-75.748827	45.112110	60.72	60.72	21.62	13.62	22.16	18.58	6.40	19.79	24.55	8.88
-75.748788	45.112077	60.68	60.68	21.76	13.62	22.58	18.62	6.39	19.90	24.80	8.91
-75.748748	45.112043	60.60	60.60	21.76	13.38	22.66	18.64	6.36	20.21	25.42	9.05
-75.748705	45.112012	60.57	60.57	22.08	13.38	22.82	18.70	6.32	19.80	23.65	9.05
-75.748665	45.111980	60.52	60.52	22.36	13.78	23.26	19.26	6.33	19.75	22.97	9.12
-75.748630	45.111948	60.46	60.46	23.22	14.46	23.38	19.78	6.35	19.74	22.33	9.23
-75.748595	45.111917	60.41	60.41	23.22	14.54	23.82	20.06	6.36	20.05	22.74	9.35
-75.748560	45.111885	60.31	60.31	23.20	14.54	24.13	20.06	6.38	20.45	22.86	9.53
-75.748518	45.111857	60.28	60.28	23.08	14.20	24.13	19.73	6.39	20.46	22.62	9.53
-75.748483	45.111827	60.26	60.26	23.08	14.20	24.12	19.73	6.39	20.47	22.41	9.48
-75.748445	45.111795	60.24	60.24	23.28	14.26	24.12	19.88	6.39	20.53	22.27	9.44
-75.748405	45.111762	60.22	60.22	23.28	14.26	24.26	20.02	6.39	20.74	22.27	9.40
-75.748365	45.111730	60.19	60.19	23.56	14.84	24.48	20.30	6.40	21.06	22.48	9.37
-75.748328	45.111700	60.15	60.15	24.30	14.84	25.24	20.50	6.43	21.50	22.79	9.35
-75.748285	45.111668	60.04	60.04	24.34	15.18	25.90	21.08	6.48	22.42	23.61	9.40
-75.748247	45.111635	60.00	60.00	25.04	15.54	26.12	21.50	6.49	22.91	24.50	9.49
-75.748213	45.111600	59.95	59.95	25.54	16.12	26.58	22.10	6.51	23.16	24.66	9.57
-75.748168	45.111567	59.90	59.90	25.90	16.24	27.10	22.38	6.54	23.10	24.52	9.65
-75.748127	45.111533	59.86	59.86	25.90	16.26	27.10	22.40	6.56	23.32	25.57	9.76
-75.748085	45.111500	59.84	59.84	25.62	16.26	27.06	22.40	6.57	23.14	25.60	9.76
-75.748040	45.111468	59.82	59.82	25.54	16.24	27.02	22.02	6.57	22.89	25.62	9.78
-75.747998	45.111438	59.80	59.80	25.54	16.24	27.02	22.02	6.57	22.59	25.47	9.81
-75.747955	45.111405	59.78	59.78	25.54	16.24	27.40	22.04	6.55	22.24	25.26	9.85
-75.747918	45.111372	59.75	59.75	25.58	15.20	27.48	22.04	6.52	22.04	26.30	9.92
-75.747878	45.111338	59.74	59.74	25.52	15.20	27.48	21.10	6.50	21.72	26.54	9.98
-75.747837	45.111303	59.74	59.74	25.52	15.20	27.30	21.10	6.49	21.48	26.67	10.26
-75.747792	45.111272	59.72	59.72	25.26	15.20	27.16	21.10	6.47	21.27	26.62	10.56
-75.747750	45.111238	59.66	59.66	25.10	14.98	27.30	20.90	6.45	21.44	26.89	10.60
-75.747707	45.111207	59.60	59.60	24.84	14.64	27.16	20.82	6.43	20.87	26.47	10.39
-75.747665	45.111173	59.54	59.54	24.84	14.50	27.30	20.82	6.42	20.81	26.74	10.37
-75.747620	45.111143	59.50	59.50	25.18	14.34	27.36	20.98	6.40	20.74	27.07	10.43
-75.747578	45.111112	59.46	59.46	25.34	14.34	27.50	21.08	6.38	20.70	27.13	10.51
-75.747535	45.111080	59.41	59.41	25.42	14.70	27.72	21.28	6.38	21.08	25.99	10.85
-75.747490	45.111048	59.37	59.37	25.54	14.70	27.72	21.28	6.38	21.02	25.39	10.93
-75.747447	45.111013	59.33	59.33	25.54	14.56	27.54	21.28	6.38	21.03	24.71	11.08
-75.747405	45.110982	59.29	59.29	25.54	14.56	27.54	21.18	6.37	20.99	24.25	11.18
-75.747363	45.110950	59.26	59.26	25.68	14.82	28.12	21.18	6.36	20.99	23.58	11.26
-75.747325	45.110917	59.22	59.22	26.10	14.82	28.12	21.54	6.33	21.13	22.88	11.57
-75.747288	45.110883	59.19	59.19	26.10	14.52	28.24	21.54	6.30	20.98	22.43	11.59
-75.747250	45.110855	59.15	59.15	25.84	14.36	28.32	21.50	6.29	20.85	21.93	11.67
-75.747213	45.110823	59.13	59.13	25.84	14.36	28.52	21.50	6.30	20.70	21.53	11.82
-75.747177	45.110795	59.10	59.10	25.96	14.74	28.52	21.92	6.31	20.62	21.27	11.93
-75.747142	45.110765	59.08	59.08	26.06	14.74	28.52	21.92	6.31	20.54	21.26	11.90
-75.747102	45.110735	59.02	59.02	26.06	14.74	28.36	21.92	6.32	20.93	22.00	11.79
-75.747068	45.110707	58.99	58.99	26.10	14.78	28.52	22.10	6.31	21.11	22.53	11.89
-75.747028	45.110677	58.96	58.96	26.56	15.26	28.60	22.56	6.31	21.39	23.35	11.88
-75.746992	45.110645	58.91	58.91	27.08	16.08	29.18	23.48	6.29	21.76	24.25	11.85
-75.746950	45.110617	58.87	58.87	28.04	16.54	29.88	23.92	6.29	22.18	25.21	11.86
-75.746913	45.110583	58.82	58.82	28.92	17.20	30.14	24.82	6.29	22.70	26.17	11.87
-75.746875	45.110555	58.77	58.77	29.34	18.02	30.42	25.98	6.29	23.17	27.15	11.93
-75.746837	45.110525	58.73	58.73	29.64	18.42	30.58	26.16	6.28	23.58	27.97	12.06
-75.746798	45.110493	58.68	58.68	29.74	18.50	30.58	26.22	6.27	24.60	29.78	12.27
-75.746760	45.110462	58.64	58.64	29.78	18.64	30.66	26.28	6.25	25.04	30.33	11.54
-75.746723	45.110433	58.62	58.62	29.92	18.86	30.94	26.60	6.23	25.51	30.83	11.48
-75.746685	45.110402	58.61	58.61	30.66	19.42	30.94	27.02	6.20	25.99	31.33	11.57
-75.746652	45.110368	58.59	58.59	31.08	19.68	31.40	27.66	6.18	26.43	31.95	11.96
-75.746617	45.110340	58.56	58.56	31.78	20.66	32.12	28.96	6.18	26.92	32.38	12.17
-75.746580	45.110308	58.52	58.52	32.14	20.66	32.16	29.00	6.21	27.48	32.89	12.31
-75.746542	45.110278	58.47	58.47	32.32	20.48	32.66	29.20	6.24	28.98	34.08	12.61
-75.746503	45.110247	58.44	58.44	32.54	20.48	32.90	29.20	6.25	29.74	34.63	12.72
-75.746468	45.110215	58.41	58.41	32.92	21.52	32.94	29.90	6.27	30.71	35.37	12.83
-75.746432	45.110185	58.39	58.39	33.46	21.96	33.72	30.18	6.27	31.88	36.46	12.98
-75.746395	45.110153	58.38	58.38	33.78	22.44	33.72	30.50	6.28	33.28	37.93	13.18
-75.746353	45.110122	58.36	58.36	33.98	23.22	33.76	31.32	6.28	35.03	39.81	13.14
-75.746312	45.110090	58.32	58.32	34.96	24.80	33.78	32.70	6.27	38.39	43.14	12.71
-75.746273	45.110057	58.27	58.27	37.30	26.94	35.04	35.00	6.28	40.64	45.63	12.38
-75.746237	45.110027	58.21	58.21	38.18	28.88	35.28	36.86	6.29	42.70	47.90	12.21
-75.746195	45.109995	58.14	58.14	39.52	30.52	35.82	37.66	6.28	44.32	49.29	12.27
-75.746157	45.109963	58.10	58.10	40.30	30.56	36.30	38.22	6.28	45.62	49.93	12.67
-75.746123	45.109935	58.09	58.09	40.30	30.56	36.52	38.22	6.26	46.44	49.89	13.05
-75.746088	45.109903	58.12	58.12	40.00	30.22	36.58	38.22	6.21	46.66	49.18	13.01
-75.746050	45.109873	58.13	58.13	40.00	29.58	36.58	37.70	6.19	46.33	48.93	12.93
-75.746008	45.109842	58.15	58.15	40.00	29.58	36.58	37.70	6.15	45.78	47.93	12.74
-75.745970	45.109815	58.18	58.18	38.94	28.64	36.26	37.06	6.14	44.57	46.84	12.58
-75.745932	45.109785	58.21	58.21	38.14	27.44	35.52	36.08	6.13	42.88	45.37	12.41
-75.745895	45.109755	58.25	58.25	36.08	24.16	35.10	33.48	6.12	40.93	43.78	12.24
-75.745857	45.109727	58.30	58.30	34.96	23.24	33.80	31.84	6.11	38.84	42.27	12.15
-75.745820	45.109698	58.35	58.35	33.08	21.68	32.96	29.94	6.10	37.36	41.03	12.32
-75.745778	45.109668	58.37	58.37	32.40	21.16	32.04	29.60	6.10	34.70	40.02	12.42
-75.745740	45.109635	58.40	58.40	32.40	20.62	32.04	29.34	6.10	31.85	38.37	13.05
-75.745705	45.109602	58.42	58.42	32.46	20.56	32.06	29.24	6.10	31.13	37.86	13.30
-75.745667	45.109572	58.43	58.43	32.60	20.56	32.58	29.34	6.11	30.09	37.52	13.40
-75.745630	45.109542	58.43	58.43	32.74	20.56	32.68	29.64	6.13	29.30	37.37	13.52
-75.745593	45.109510	58.42	58.42	32.74	20.90	32.82	30.04	6.16	28.74	37.29	13.25
-75.745555	45.109478	58.41	58.41	32.76	20.96	32.94	30.10	6.19	28.38	37.18	13.77
-75.745518	45.109448	58.41	58.41	32.68	20.90	32.94	30.20	6.24	28.46	36.88	13.23
-75.745482	45.109417	58.40	58.40	32.86	20.84	33.30	30.38	6.26	28.46	36.57	13.07
-75.745445	45.109382	58.38	58.38	32.86	20.84	33.66	30.42	6.28	28.73	36.38	12.73
-75.745408	45.109350	58.35	58.35	33.62	21.80	33.82	30.76	6.29	29.28	36.54	12.54
-75.745367	45.109317	58.32	58.32	34.22	22.18	34.12	31.38	6.30	30.06	37.23	12.44
-75.745322	45.109288	58.26	58.26	35.52	23.46	34.80	32.46	6.36	31.98	39.13	12.30
-75.745278	45.109257	58.22	58.22	36.12	24.56	35.14	33.54	6.38	33.13	41.00	12.35
-75.745240	45.109225	58.19	58.19	36.98	25.76	35.48	34.44	6.40	34.26	42.71	12.29
-75.745202	45.109195	58.17	58.17	38.00	26.30	36.54	35.72	6.44	35.25	43.59	12.16
-75.745163	45.109163	58.11	58.11	38.24	26.48	36.80	35.84	6.44	35.93	45.99	12.04
-75.745127	45.109133	58.07	58.07	38.70	26.92	37.80	36.46	6.48	36.82	46.62	11.91
-75.745090	45.109102	58.03	58.03	39.82	28.16	38.02	37.34	6.49	37.34	47.71	11.83
-75.745055	45.109073	57.95	57.95	41.36	29.42	38.90	38.90	6.54	38.79	49.23	11.49
-75.745025	45.109047	57.88	57.88	42.62	31.40	40.08	40.74	6.54	38.79	49.66	11.46
-75.744997	45.109022	57.87	57.87	42.62	31.40	40.42	40.74	6.51	37.59	49.49	11.61
-75.744970	45.109000	57.82	57.82	43.10	31.50	40.76	40.80	6.50	37.07	48.95	11.55
-75.744945	45.108977	57.78	57.78	43.06	30.74	40.96	41.12	6.52	37.79	48.75	11.42
-75.744920	45.108958	57.70	57.70	43.32	32.00	41.64	41.62	6.51	36.91	47.87	11.29
-75.744892	45.108937	57.65	57.65	43.46	30.62	42.24	41.14	6.49	35.99	46.93	11.21
-75.744868	45.108918	57.65	57.65	43.46	30.72	41.82	41.14	6.49	35.99	46.93	11.21
-75.744850	45.108903	57.62	57.62	43.46	30.72	41.82	41.14	6.48	35.20	45.98	11.16
-75.744830	45.108890	57.62	57.62	43.74	32.26	40.90	41.20	6.48	35.20	45.98	11.16
-75.744800	45.108882	57.55	57.55	43.74	32.40	40.24	41.20	6.47	34.59	45.12	11.09
-75.744768	45.108878	57.55	57.55	42.92	32.26	38.36	40.86	6.44	33.59	44.29	10.86
-75.744740	45.108885	57.57	57.57	42.08	32.40	38.08	40.50	6.42	32.64	43.46	10.75
-75.744722	45.108897	57.65	57.65	41.96	32.12	36.70	40.50	6.40	31.93	43.26	10.58
-75.744715	45.108915	57.75	57.75	41.12	30.16	36.70	40.24	6.39	31.20	43.02	10.59
-75.744718	45.108938	57.75	57.75	40.30	28.92	36.70	39.22	6.39	31.20	43.02	10.59
-75.744733	45.108962	57.84	57.84	40.28	28.92	36.58	38.92	6.37	30.43	42.68	10.81
-75.744760	45.108983	57.88	57.88	40.28	28.94	36.58	38.92	6.39	30.73	44.02	11.09
-75.744792	45.109002	57.87	57.87	40.28	28.94	36.64	38.92	6.40	31.05	45.24	11.21
-75.744827	45.109020	57.83	57.83	39.32	27.72	36.64	37.98	6.42	32.47	46.53	11.33
-75.744860	45.109042	57.86	57.86	39.28	27.22	36.32	37.84	6.43	33.12	47.86	11.57
-75.744900	45.109067	57.89	57.89	38.76	26.86	35.60	36.62	6.43	33.81	49.02	11.73
-75.744935	45.109097	57.93	57.93	36.16	24.22	35.20	34.74	6.43	34.46	49.65	11.83
-75.744972	45.109127	57.95	57.95	36.16	24.22	34.48	34.06	6.40	33.78	49.77	11.90
-75.745008	45.109158	58.01	58.01	36.70	25.34	34.10	34.06	6.35	33.91	48.78	12.01
-75.745042	45.109188	58.07	58.07	36.70	25.66	33.88	34.66	6.33	34.29	48.38	12.07
-75.745080	45.109222	58.11	58.11	36.50	25.66	33.44	34.66	6.32	34.17	47.34	12.18
-75.745115	45.109248	58.17	58.17	34.82	24.16	32.38	32.98	6.31	33.79	45.16	12.32
-75.745153	45.109282	58.20	58.20	34.50	23.86	31.92	32.68	6.29	33.14	42.85	12.45
-75.745192	45.109313	58.23	58.23	33.48	23.30	31.46	31.76	6.28	32.29	40.86	12.52
-75.745225	45.109345	58.27	58.27	32.40	21.76	31.24	30.84	6.25	30.86	38.53	12.65
-75.745260	45.109375	58.29	58.29	32.08	20.62	30.72	29.58	6.24	29.93	37.68	12.75
-75.745302	45.109405	58.32	58.32	31.96	20.60	30.70	29.58	6.23	29.17	37.23	12.87
-75.745337	45.109435	58.35	58.35	31.54	20.60	30.52	29.38	6.22	28.65	37.19	12.99
-75.745377	45.109465	58.37	58.37	31.52	20.46	30.28	29.38	6.21	28.29	37.72	13.12
-75.745412	45.109497	58.37	58.37	31.52	20.46	30.20	29.38	6.19	28.18	38.50	13.19
-75.745452	45.109527	58.38	58.38	31.68	20.62	30.20	29.66	6.18	28.31	39.13	13.18
-75.745492	45.109558	58.36	58.36	31.80	21.24	30.60	29.68	6.15	29.48	40.75	12.98
-75.745527	45.109588	58.35	58.35	32.70	22.34	30.72	30.78	6.13	30.14	40.66	12.72
-75.745563	45.109618	58.33	58.33	32.70	22.94	30.60	31.06	6.12	31.00	40.46	12.55
-75.745597	45.109652	58.33	58.33	32.84	23.00	30.54	31.10	6.10	32.16	40.78	12.50
-75.745633	45.109682	58.33	58.33	32.84	23.38	30.44	31.14	6.10	33.63	41.63	12.51
-75.745668	45.109715	58.31	58.31	33.44	24.02	30.54	31.86	6.10	35.40	42.62	12.42
-75.745708	45.109743	58.27	58.27	33.46	24.34	30.98	32.32	6.10	37.48	43.79	12.27
-75.745750	45.109773	58.16	58.16	34.96	26.28	31.56	33.52	6.12	41.45	45.95	12.34
-75.745795	45.109802	58.13	58.13	36.86	28.28	32.18	35.38	6.13	43.29	46.45	12.46
-75.745833	45.109833	58.12	58.12	37.70	29.42	32.96	36.32	6.15	44.89	47.11	12.64
-75.745870	45.109863	58.11	58.11	38.16	30.42	33.22	37.06	6.17	46.12	47.78	12.80
-75.745907	45.109893	58.10	58.10	38.52	30.52	33.54	37.58	6.19	47.02	48.53	12.89
-75.745945	45.109927	58.10	58.10	38.62	30.52	33.58	37.58	6.22	47.46	49.38	12.94
-75.745985	45.109958	58.08	58.08	38.62	30.18	33.70	37.46	6.25	47.44	50.27	12.98
-75.746020	45.109990	58.06	58.06	38.52	29.54	34.36	37.16	6.29	46.81	52.12	12.21
-75.746057	45.110025	58.06	58.06	38.50	29.54	34.36	37.06	6.30	45.85	53.12	11.84
-75.746102	45.110055	58.09	58.09	38.12	29.34	33.86	37.04	6.31	44.37	52.91	11.75
-75.746140	45.110087	58.15	58.15	36.70	27.30	33.10	35.02	6.30	42.42	51.12	11.65
-75.746177	45.110118	58.22	58.22	34.52	24.62	31.82	32.78	6.30	40.16	48.17	11.55
-75.746213	45.110148	58.30	58.30	33.66	23.62	31.20	31.96	6.30	36.45	43.15	11.52
-75.746248	45.110180	58.34	58.34	32.72	23.00	30.76	31.12	6.29	34.30	40.36	11.57
-75.746287	45.110212	58.36	58.36	32.18	22.20	30.66	30.20	6.28	32.45	38.42	11.60
-75.746325	45.110243	58.37	58.37	31.66	21.56	30.30	29.58	6.27	30.95	37.11	11.59
-75.746367	45.110275	58.38	58.38	31.30	21.34	29.90	29.36	6.26	29.66	36.20	11.56
-75.746405	45.110307	58.40	58.40	31.20	20.76	29.90	29.10	6.24	28.46	35.02	11.52
-75.746447	45.110337	58.44	58.44	31.20	20.40	29.88	28.70	6.22	26.74	32.86	11.43
-75.746485	45.110372	58.48	58.48	30.38	19.50	29.70	27.84	6.21	25.85	31.52	11.37
-75.746520	45.110405	58.51	58.51	28.78	18.42	29.52	26.74	6.21	25.18	30.59	11.31
-75.746558	45.110435	58.54	58.54	28.78	18.42	28.82	26.70	6.21	24.63	29.72	11.26
-75.746597	45.110467	58.57	58.57	28.76	18.32	28.48	26.40	6.21	24.16	29.12	11.22
-75.746633	45.110498	58.64	58.64	28.18	18.14	28.46	25.40	6.23	23.37	27.90	11.14
-75.746670	45.110528	58.67	58.67	27.96	18.04	28.08	25.40	6.24	23.06	27.46	11.11
-75.746708	45.110558	58.69	58.69	27.68	17.78	28.08	25.34	6.26	22.79	27.06	11.08
-75.746747	45.110590	58.71	58.71	27.64	17.54	28.14	25.34	6.27	22.51	26.55	11.05
-75.746783	45.110620	58.72	58.72	27.10	16.90	28.14	24.80	6.27	22.31	26.08	11.01
-75.746820	45.110650	58.74	58.74	26.96	16.28	27.68	24.10	6.28	22.04	25.56	10.98
-75.746862	45.110680	58.82	58.82	26.28	15.60	27.02	23.00	6.29	21.39	24.50	11.01
-75.746898	45.110710	58.85	58.85	24.94	14.84	26.54	22.16	6.31	20.97	23.90	10.77
-75.746942	45.110738	58.92	58.92	24.78	14.78	26.42	21.90	6.32	20.37	22.28	10.79
-75.746978	45.110772	58.98	58.98	24.18	13.84	25.86	21.20	6.32	20.11	21.40	10.79
-75.747018	45.110803	59.02	59.02	24.08	13.82	25.66	21.00	6.32	20.00	20.89	10.84
-75.747063	45.110830	59.05	59.05	23.74	13.62	25.58	20.76	6.32	19.97	20.59	10.90
-75.747103	45.110862	59.08	59.08	23.66	13.64	25.58	20.76	6.31	20.04	20.82	11.06
-75.747143	45.110890	59.11	59.11	23.66	13.64	25.54	20.78	6.31	20.09	21.15	11.60
-75.747183	45.110920	59.12	59.12	23.92	14.36	25.54	21.02	6.32	20.17	21.61	11.32
-75.747222	45.110952	59.14	59.14	24.56	14.98	25.64	21.46	6.36	20.29	22.65	10.35
-75.747260	45.110982	59.16	59.16	24.60	14.98	25.76	21.94	6.38	20.31	23.39	10.32
-75.747298	45.111010	59.19	59.19	24.56	14.96	25.84	21.94	6.40	20.27	24.35	10.30
-75.747332	45.111038	59.24	59.24	24.52	14.70	25.84	21.32	6.42	20.20	25.38	10.24
-75.747367	45.111068	59.28	59.28	24.42	14.44	25.80	21.12	6.43	20.16	26.55	10.16
-75.747403	45.111095	59.32	59.32	24.42	14.44	25.80	21.12	6.43	20.05	27.95	10.06
-75.747443	45.111125	59.38	59.38	24.24	14.22	25.60	21.02	6.43	19.96	29.48	9.97
-75.747483	45.111153	59.43	59.43	23.70	14.12	25.22	20.56	6.42	19.87	30.39	9.89
-75.747522	45.111183	59.47	59.47	23.46	13.86	24.70	20.02	6.42	19.83	30.12	9.82
-75.747560	45.111213	59.51	59.51	23.36	13.86	24.60	19.94	6.43	19.83	29.23	9.76
-75.747600	45.111245	59.56	59.56	23.24	13.86	24.46	19.94	6.44	19.94	28.41	9.73
-75.747633	45.111277	59.63	59.63	23.20	14.04	24.44	19.94	6.46	20.07	27.72	9.70
-75.747672	45.111307	59.67	59.67	23.20	14.12	24.44	20.00	6.47	20.28	27.28	9.76
-75.747710	45.111337	59.70	59.70	23.20	14.12	24.38	20.04	6.48	20.48	27.13	9.80
-75.747747	45.111368	59.71	59.71	23.16	14.04	24.18	20.04	6.49	20.49	27.38	9.76
-75.747783	45.111398	59.72	59.72	23.16	14.04	24.14	20.04	6.51	20.60	26.57	9.77
-75.747820	45.111428	59.75	59.75	23.52	14.52	24.14	20.28	6.53	20.82	25.49	9.77
-75.747858	45.111460	59.80	59.80	23.54	14.82	24.14	20.62	6.56	21.15	24.11	9.71
-75.747895	45.111490	59.81	59.81	23.78	15.08	24.20	20.76	6.57	21.54	23.85	9.69
-75.747938	45.111522	59.83	59.83	24.44	15.24	24.48	21.24	6.58	21.88	23.99	9.69
-75.747978	45.111553	59.85	59.85	24.46	15.70	24.48	21.86	6.58	22.11	23.91	9.67
-75.748020	45.111583	59.87	59.87	24.54	15.70	24.48	21.86	6.55	22.37	23.84	9.63
-75.748060	45.111618	59.88	59.88	24.54	15.68	24.34	21.64	6.54	22.27	23.51	9.58
-75.748098	45.111648	59.94	59.94	24.04	15.64	24.24	21.24	6.51	21.58	22.49	9.43
-75.748137	45.111680	59.99	59.99	24.02	15.36	24.20	21.18	6.49	21.22	22.17	9.33
-75.748173	45.111712	60.05	60.05	23.84	15.14	24.16	20.82	6.47	20.78	21.90	9.22
-75.748212	45.111740	60.11	60.11	23.50	14.94	23.44	20.46	6.45	20.29	21.52	9.15
-75.748253	45.111770	60.16	60.16	23.20	14.54	23.18	20.36	6.42	19.82	21.11	9.17
-75.748290	45.111802	60.21	60.21	22.82	14.00	23.02	19.96	6.40	19.40	20.74	9.23
-75.748330	45.111833	60.26	60.26	22.72	14.00	22.72	19.48	6.38	19.13	20.48	9.28
-75.748368	45.111863	60.33	60.33	22.72	13.96	22.22	19.38	6.38	18.66	20.33	9.29
-75.748407	45.111893	60.36	60.36	22.16	13.86	22.16	19.38	6.38	18.66	20.50	9.31
-75.748443	45.111923	60.39	60.39	22.16	13.86	22.14	19.38	6.38	18.70	20.74	9.30
-75.748483	45.111955	60.44	60.44	22.06	13.54	21.82	19.02	6.37	18.78	21.02	9.23
-75.748522	45.111983	60.50	60.50	21.46	13.32	21.76	18.90	6.36	18.86	21.35	9.12
-75.748560	45.112013	60.56	60.56	21.46	13.32	21.36	18.64	6.35	18.94	21.75	9.00
-75.748600	45.112042	60.61	60.61	21.40	13.32	21.00	18.50	6.35	19.07	22.30	8.91
-75.748638	45.112073	60.65	60.65	20.96	13.20	20.58	18.52	6.36	19.20	22.98	8.87
-75.748675	45.112103	60.72	60.72	20.96	13.20	20.48	18.42	6.40	19.24	23.96	8.75
-75.748712	45.112138	60.75	60.75	21.06	13.26	20.10	18.50	6.42	19.25	24.39	8.71
-75.748748	45.112173	60.78	60.78	21.14	13.42	20.10	18.50	6.44	19.14	24.65	8.63
-75.748788	45.112205	60.80	60.80	21.06	13.42	20.10	18.50	6.43	19.01	23.41	8.67
-75.748827	45.112240	60.89	60.89	20.80	13.32	19.88	18.20	6.45	18.67	22.73	8.53
-75.748862	45.112270	60.93	60.93	20.26	13.18	19.82	17.70	6.46	18.54	22.62	8.42
-75.748902	45.112303	60.99	60.99	20.26	12.82	19.38	17.70	6.46	18.35	22.68	8.35
-75.748942	45.112333	61.03	61.03	20.22	12.82	19.28	17.70	6.47	18.19	22.94	8.29
-75.748982	45.112365	61.08	61.08	19.80	12.74	19.14	17.54	6.47	18.07	23.61	8.31
-75.749022	45.112395	61.12	61.12	19.70	12.74	18.34	17.46	6.49	18.00	24.53	8.28
-75.749060	45.112427	61.19	61.19	19.60	12.74	17.88	17.38	6.51	17.87	26.94	8.18
-75.749098	45.112460	61.24	61.24	19.44	12.70	17.68	17.34	6.51	17.83	28.10	8.17
-75.749135	45.112490	61.28	61.28	19.40	12.68	16.92	16.94	6.51	17.81	28.65	8.20
-75.749173	45.112522	61.31	61.31	18.82	12.68	16.84	16.94	6.50	17.74	29.59	8.18
-75.749213	45.112555	61.34	61.34	18.68	12.58	16.62	16.54	6.49	17.80	27.87	8.31
-75.749255	45.112588	61.39	61.39	18.62	12.58	16.26	16.50	6.46	17.80	27.16	8.34
-75.749295	45.112620	61.42	61.42	18.52	12.58	15.88	16.50	6.45	17.93	27.03	8.42
-75.749337	45.112652	61.44	61.44	17.72	12.52	15.02	16.50	6.43	18.06	27.35	8.48
-75.749375	45.112685	61.47	61.47	17.70	12.42	14.84	16.28	6.42	18.18	27.73	8.56
-75.749415	45.112717	61.50	61.50	17.66	12.34	14.94	16.16	6.40	18.34	27.78	8.61
-75.749457	45.112750	61.53	61.53	17.66	12.42	14.94	16.28	6.38	18.51	27.58	8.59
-75.749495	45.112782	61.54	61.54	17.66	12.58	14.94	16.34	6.37	18.61	26.56	8.59
-75.749535	45.112813	61.55	61.55	17.98	12.78	15.12	16.56	6.37	18.60	25.89	8.64
-75.749575	45.112845	61.56	61.56	18.18	13.24	15.20	17.10	6.36	18.54	25.30	8.71
-75.749612	45.112875	61.56	61.56	18.22	13.24	15.24	17.10	6.36	18.41	24.91	8.75
-75.749653	45.112905	61.57	61.57	18.18	12.80	15.24	16.64	6.36	18.21	24.37	8.77
-75.749695	45.112937	61.61	61.61	17.94	12.60	14.96	16.58	6.36	17.71	23.47	8.79
-75.749737	45.112967	61.65	61.65	17.60	12.30	14.60	16.20	6.37	17.42	22.58	8.88
-75.749773	45.112997	61.66	61.66	17.38	12.30	14.42	15.58	6.39	17.18	21.88	8.94
-75.749812	45.113030	61.65	61.65	17.38	12.56	14.42	15.58	6.40	17.00	21.21	8.99
